NaN  0  0
39296  1  0 
39623  2  0 
41180  3  0 
44793  4  0 
53632  5  0 
59521  6  0 
62418  7  0 
62230  8  0 
62028  9  0 
63054  10  0 
62321  11  0 
61687  12  0 
62254  13  0 
59506  14  0 
58234  15  0 
58150  16  0 
59266  17  0 
62364  18  0 
59526  19  0 
55277  20  0 
52325  21  0 
48404  22  0 
45384  23  0 
43654  0  0 
42997  1  0 
43077  2  0 
43954  3  0 
46806  4  0 
54031  5  0 
59878  6  0 
62389  7  0 
62318  8  0 
63636  9  0 
64705  10  0 
63779  11  0 
63162  12  0 
62315  13  0 
60957  14  0 
58995  15  0 
58064  16  0 
58691  17  0 
61461  18  0 
58999  19  0 
54432  20  0 
51154  21  0 
47680  22  0 
44100  23  0 
42535  0  1 
41146  1  1 
40244  2  1 
40461  3  1 
40826  4  1 
40777  5  1 
42098  6  1 
44026  7  1 
47143  8  1 
49901  9  1 
52029  10  1 
52722  11  1 
51679  12  1 
49665  13  1 
49189  14  1 
48186  15  1 
48478  16  1 
51095  17  1 
54515  18  1 
52436  19  1 
49895  20  1 
48175  21  1 
44851  22  1 
41181  23  1 
40076  0  0 
39629  1  0 
40183  2  0 
41622  3  0 
45142  4  0 
53213  5  0 
59469  6  0 
62156  7  0 
62644  8  0 
64072  9  0 
65262  10  0 
65005  11  0 
64570  12  0 
NaN  13  0 
62384  14  0 
61661  15  0 
62188  16  0 
62846  17  0 
65004  18  0 
61724  19  0 
58324  20  0 
54342  21  0 
50099  22  0 
47617  23  0 
46251  0  0 
45008  1  0 
45107  2  0 
45709  3  0 
47976  4  0 
55479  5  0 
61651  6  0 
63826  7  0 
64080  8  0 
65853  9  0 
67042  10  0 
66983  11  0 
66619  12  0 
66029  13  0 
64354  14  0 
62669  15  0 
61467  16  0 
61060  17  0 
62402  18  0 
58535  19  0 
54870  20  0 
52081  21  0 
48145  22  0 
44434  23  0 
42828  0  0 
41448  1  0 
40885  2  0 
40562  3  0 
40943  4  0 
42507  5  0 
44729  6  0 
47421  7  0 
52046  8  0 
54199  9  0 
54935  10  0 
54392  11  0 
53209  12  0 
52537  13  0 
52361  14  0 
51657  15  0 
51397  16  0 
52387  17  0 
53810  18  0 
51091  19  0 
47796  20  0 
47072  21  0 
44692  22  0 
41475  23  0 
39543  0  1 
38636  1  1 
38202  2  1 
38405  3  1 
38850  4  1 
39183  5  1 
40668  6  1 
43062  7  1 
44776  8  1 
47399  9  1 
50173  10  1 
51817  11  1 
50023  12  1 
48547  13  1 
48095  14  1 
47197  15  1 
48321  16  1 
50576  17  1 
53730  18  1 
52605  19  1 
50510  20  1 
50048  21  1 
47340  22  1 
44375  23  1 
42725  0  0 
42450  1  0 
42466  2  0 
43730  3  0 
47098  4  0 
54922  5  0 
61483  6  0 
63555  7  0 
66857  8  0 
68115  9  0 
68105  10  0 
66992  11  0 
66835  12  0 
66100  13  0 
65518  14  0 
63849  15  0 
64339  16  0 
66210  17  0 
68346  18  0 
65950  19  0 
62369  20  0 
58533  21  0 
52257  22  0 
48889  23  0 
47006  0  0 
45753  1  0 
45606  2  0 
46253  3  0 
50999  4  0 
58799  5  0 
64868  6  0 
67176  7  0 
67772  8  0 
68867  9  0 
70551  10  0 
68528  11  0 
65483  12  0 
65040  13  0 
64112  14  0 
61545  15  0 
61676  16  0 
61930  17  0 
64801  18  0 
60699  19  0 
57672  20  0 
53946  21  0 
49492  22  0 
46462  23  0 
44924  0  0 
44197  1  0 
44431  2  0 
45540  3  0 
48502  4  0 
54830  5  0 
60896  6  0 
62816  7  0 
62658  8  0 
62541  9  0 
63208  10  0 
63338  11  0 
63219  12  0 
62368  13  0 
62131  14  0 
59048  15  0 
60243  16  0 
61101  17  0 
63994  18  0 
60305  19  0 
57142  20  0 
53565  21  0 
49326  22  0 
46299  23  0 
44697  0  0 
43843  1  0 
44256  2  0 
44788  3  0 
47725  4  0 
54310  5  0 
60433  6  0 
62059  7  0 
61819  8  0 
62778  9  0 
63680  10  0 
64347  11  0 
63694  12  0 
61258  13  0 
60189  14  0 
58912  15  0 
58268  16  0 
60408  17  0 
62989  18  0 
59587  19  0 
56627  20  0 
53926  21  0 
49486  22  0 
46611  23  0 
44326  0  0 
43450  1  0 
44052  2  0 
45068  3  0 
47881  4  0 
55153  5  0 
61959  6  0 
64459  7  0 
64922  8  0 
65951  9  0 
67100  10  0 
66083  11  0 
64594  12  0 
62355  13  0 
61197  14  0 
59640  15  0 
59777  16  0 
60786  17  0 
62783  18  0 
58748  19  0 
55600  20  0 
54007  21  0 
50659  22  0 
47082  23  0 
44803  0  0 
43569  1  0 
43499  2  0 
43776  3  0 
44044  4  0 
44824  5  0 
47591  6  0 
50300  7  0 
52706  8  0 
53499  9  0 
54110  10  0 
53963  11  0 
53234  12  0 
51046  13  0 
49738  14  0 
48326  15  0 
49945  16  0 
52546  17  0 
54638  18  0 
50930  19  0 
48844  20  0 
47969  21  0 
44314  22  0 
41698  23  0 
39809  0  0 
38098  1  0 
38308  2  0 
38874  3  0 
38938  4  0 
38788  5  0 
40830  6  0 
43041  7  0 
45281  8  0 
48460  9  0 
51121  10  0 
51359  11  0 
49904  12  0 
48082  13  0 
46450  14  0 
46079  15  0 
47307  16  0 
51635  17  0 
52923  18  0 
50706  19  0 
48820  20  0 
48025  21  0 
44912  22  0 
41827  23  0 
40769  0  0 
40444  1  0 
40876  2  0 
41622  3  0 
45528  4  0 
53578  5  0 
61050  6  0 
64033  7  0 
64830  8  0 
65426  9  0 
66305  10  0 
65079  11  0 
65174  12  0 
64406  13  0 
63679  14  0 
61326  15  0 
60293  16  0 
62603  17  0 
65558  18  0 
61738  19  0 
58050  20  0 
54596  21  0 
50366  22  0 
47414  23  0 
45644  0  0 
44850  1  0 
45259  2  0 
46545  3  0 
49489  4  0 
57200  5  0 
63065  6  0 
63935  7  0 
63993  8  0 
68596  9  0 
67628  10  0 
67726  11  0 
68239  12  0 
67039  13  0 
65108  14  0 
64517  15  0 
63294  16  0 
64953  17  0 
66694  18  0 
62409  19  0 
60438  20  0 
55777  21  0 
51389  22  0 
47986  23  0 
45878  0  0 
44590  1  0 
44306  2  0 
45764  3  0 
48796  4  0 
55982  5  0 
62792  6  0 
64597  7  0 
63920  8  0 
65546  9  0 
67101  10  0 
66326  11  0 
65825  12  0 
65148  13  0 
63911  14  0 
61593  15  0 
61395  16  0 
64346  17  0 
66116  18  0 
61764  19  0 
57945  20  0 
55101  21  0 
50423  22  0 
47101  23  0 
45589  0  0 
44935  1  0 
45416  2  0 
46592  3  0 
49517  4  0 
56926  5  0 
63282  6  0 
64728  7  0 
63955  8  0 
63901  9  0 
64454  10  0 
63965  11  0 
63400  12  0 
62468  13  0 
61172  14  0 
60175  15  0 
60304  16  0 
63863  17  0 
66079  18  0 
62239  19  0 
58300  20  0 
54815  21  0 
50570  22  0 
47830  23  0 
45320  0  0 
43955  1  0 
44144  2  0 
44731  3  0 
47721  4  0 
55144  5  0 
61749  6  0 
63694  7  0 
62660  8  0 
63842  9  0 
64554  10  0 
63777  11  0 
63025  12  0 
61404  13  0 
59733  14  0 
58767  15  0 
58775  16  0 
62213  17  0 
64552  18  0 
59403  19  0 
55723  20  0 
52918  21  0 
49273  22  0 
46048  23  0 
43737  0  0 
42424  1  0 
41492  2  0 
41186  3  0 
41630  4  0 
43800  5  0 
47012  6  0 
49330  7  0 
51765  8  0 
53515  9  0 
54615  10  0 
52495  11  0 
50345  12  0 
48796  13  0 
47885  14  0 
47314  15  0 
48293  16  0 
52759  17  0 
54525  18  0 
50727  19  0 
47525  20  0 
45996  21  0 
43338  22  0 
40822  23  0 
39078  0  0 
38034  1  0 
37199  2  0 
37657  3  0 
37941  4  0 
38329  5  0 
40566  6  0 
42706  7  0 
45291  8  0 
47227  9  0 
49432  10  0 
48996  11  0 
47266  12  0 
45479  13  0 
44383  14  0 
44116  15  0 
46310  16  0 
50333  17  0 
52787  18  0 
50783  19  0 
48212  20  0 
47644  21  0 
44526  22  0 
41482  23  0 
37956  0  0 
37387  1  0 
37482  2  0 
38935  3  0 
42839  4  0 
52342  5  0 
60227  6  0 
63198  7  0 
63407  8  0 
64205  9  0 
65545  10  0 
65008  11  0 
64462  12  0 
63397  13  0 
62374  14  0 
60633  15  0 
61358  16  0 
64916  17  0 
66191  18  0 
61562  19  0 
57436  20  0 
53801  21  0 
49667  22  0 
46642  23  0 
44919  0  0 
44030  1  0 
44426  2  0 
